Round,Driver ID,Mean,StdDev,Year
10,bottas,28.335,0.22344574285494953,2019
10,gasly,27.905,0.0,2019
10,grosjean,33.562,0.0,2019
10,hamilton,28.905,0.0,2019
10,hulkenberg,28.926,0.0,2019
10,kevin_magnussen,32.767,0.0,2019
10,kubica,28.694,0.0,2019
10,kvyat,29.094,0.4002224381515864,2019
10,leclerc,28.453,0.1484924240491756,2019
10,max_verstappen,27.8885,0.08697413408594487,2019
10,norris,28.097,0.2517300141024108,2019
10,perez,32.34766666666666,4.980869033947119,2019
10,raikkonen,28.364,0.0,2019
10,ricciardo,28.3985,0.024748737341528007,2019
10,russell,30.245,0.0,2019
10,sainz,27.98,0.0,2019
10,stroll,29.737000000000002,0.9376235918533611,2019
10,vettel,33.2445,7.3871445430558635,2019
11,albon,20.576,0.0,2019
11,bottas,21.3705,1.2339013331705235,2019
11,gasly,29.667,0.0,2019
11,giovinazzi,22.509,0.0,2019
11,grosjean,27.232,0.0,2019
11,hamilton,20.203,0.0,2019
11,hulkenberg,21.125,1.4241130573097087,2019
11,kevin_magnussen,21.1425,0.051618795026616995,2019
11,kubica,22.118499999999997,2.37941431869273,2019
11,kvyat,22.289,1.1327850634608505,2019
11,leclerc,21.2315,1.231072906045779,2019
11,max_verstappen,20.999000000000002,1.9219162312650375,2019
11,norris,20.822000000000003,0.8202438661763964,2019
11,raikkonen,27.256,0.0,2019
11,ricciardo,21.224,0.0,2019
11,russell,20.002499999999998,1.011869803877949,2019
11,sainz,23.363,0.0,2019
11,stroll,21.978,1.0154053377838823,2019
11,vettel,20.431,0.4765899705197327,2019
12,albon,23.676,0.0,2019
12,bottas,27.536,8.19112495326497,2019
12,gasly,22.104,0.0,2019
12,giovinazzi,23.218,0.0,2019
12,grosjean,22.035,0.0,2019
12,hamilton,22.134999999999998,1.0535891039679535,2019
12,hulkenberg,21.734,0.0,2019
12,kevin_magnussen,21.618,0.0,2019
12,kubica,21.754,0.0,2019
12,kvyat,23.002,0.0,2019
12,leclerc,21.575,0.0,2019
12,max_verstappen,21.4345,0.38254476862192,2019
12,norris,26.066,0.0,2019
12,perez,21.901,0.0,2019
12,raikkonen,22.205,0.0,2019
12,ricciardo,22.498,0.0,2019
12,russell,21.333,0.0,2019
12,sainz,21.832,0.0,2019
12,stroll,21.823999999999998,0.36910973977937794,2019
12,vettel,24.819,0.0,2019
13,albon,22.506,0.0,2019
13,bottas,22.579,0.0,2019
13,gasly,22.772,0.0,2019
13,giovinazzi,23.044,0.0,2019
13,grosjean,22.912,0.0,2019
13,hamilton,23.497,0.0,2019
13,hulkenberg,23.2375,0.3358757210636111,2019
13,kevin_magnussen,22.584,0.0,2019
13,kubica,24.247,0.0,2019
13,kvyat,22.834,0.0,2019
13,leclerc,22.449,0.0,2019
13,norris,23.182,0.0,2019
13,perez,23.133,0.0,2019
13,raikkonen,30.313999999999997,7.620703182777822,2019
13,ricciardo,27.62,0.0,2019
13,russell,22.442,0.0,2019
13,sainz,59.291,0.0,2019
13,stroll,24.012,1.750796390217891,2019
13,vettel,22.8245,0.05444722215136288,2019
14,albon,29.83,0.0,2019
14,bottas,23.7,0.0,2019
14,gasly,24.363,0.0,2019
14,giovinazzi,25.698,0.0,2019
14,grosjean,25.801000000000002,0.961665222413708,2019
14,hamilton,23.8215,0.12798632739476326,2019
14,hulkenberg,24.092,0.0,2019
14,kevin_magnussen,24.689,0.4087077195258266,2019
14,kubica,27.851,5.644126327431022,2019
14,kvyat,24.479,0.0,2019
14,leclerc,23.833,0.0,2019
14,max_verstappen,27.756999999999998,4.884693644436667,2019
14,norris,24.311,0.0,2019
14,perez,25.34,0.0,2019
14,raikkonen,28.4805,5.533110562784732,2019
14,ricciardo,24.32,0.0,2019
14,russell,24.198,0.0,2019
14,sainz,27.01,0.0,2019
14,stroll,21.628500000000003,3.9463629458021203,2019
14,vettel,29.55666666666667,4.4963425507108905,2019
15,albon,28.606,0.0,2019
15,bottas,29.234,0.0,2019
15,gasly,32.482,0.0,2019
15,giovinazzi,29.015,0.07778174593051983,2019
15,grosjean,36.516,9.984347750354052,2019
15,hamilton,28.93,0.0,2019
15,hulkenberg,29.3575,0.29062088706767075,2019
15,kevin_magnussen,30.1595,1.0698525599352464,2019
15,kubica,29.677,0.9107535341682746,2019
15,kvyat,31.755,4.180415290374868,2019
15,leclerc,29.168,0.0,2019
15,max_verstappen,28.846,0.0,2019
15,norris,30.397,0.0,2019
15,perez,29.082,0.0,2019
15,raikkonen,29.992,0.0,2019
15,ricciardo,30.756,0.0,2019
15,russell,38.752,0.0,2019
15,sainz,30.623,0.0,2019
15,stroll,32.71,5.610123349802571,2019
15,vettel,29.384,0.0,2019
16,albon,29.854,0.0,2019
16,bottas,29.436,0.0,2019
16,gasly,29.935,0.0,2019
16,giovinazzi,34.21,5.6328126189320376,2019
16,hamilton,29.751,0.0,2019
16,hulkenberg,32.025000000000006,3.1664241661533636,2019
16,kevin_magnussen,30.509,0.0,2019
16,kubica,30.381999999999998,0.28991378028648335,2019
16,kvyat,30.162,0.8358002153624969,2019
16,leclerc,29.4745,0.10394469683442266,2019
16,max_verstappen,29.978,0.0,2019
16,norris,29.29,0.0,2019
16,perez,30.271,0.0,2019
16,raikkonen,30.775,8.113343207334447,2019
