Race ID,Position,Last Name,First Name,Constructor,Points,Fastest Lap Time,Fastest Lap Avg Speed (kph)
2,12,Magnussen,Kevin,Haas F1 Team,0,1:08.009,228.569
2,13,Grosjean,Romain,Haas F1 Team,0,1:08.047,228.442
2,14,Giovinazzi,Antonio,Alfa Romeo,0,1:08.512,226.891
2,15,Gasly,Pierre,AlphaTauri,0,1:07.827,229.183
2,16,Russell,George,Williams,0,1:08.601,226.597
2,17,Latifi,Nicholas,Williams,0,1:08.806,225.922
2,18,Ocon,Esteban,Renault,0,1:09.321,224.243
2,19,Leclerc,Charles,Ferrari,0,1:35.379,162.979
2,20,Vettel,Sebastian,Ferrari,0,,
3,1,Hamilton,Lewis,Mercedes,26,1:16.627,205.823
3,2,Verstappen,Max,Red Bull,18,1:19.184,199.176
3,3,Bottas,Valtteri,Mercedes,15,1:17.665,203.072
3,4,Stroll,Lance,Racing Point,12,1:18.973,199.708
3,5,Albon,Alexander,Red Bull,10,1:19.440,198.534
3,6,Vettel,Sebastian,Ferrari,8,1:20.363,196.254
3,7,Pérez,Sergio,Racing Point,6,1:20.090,196.923
3,8,Ricciardo,Daniel,Renault,4,1:19.532,198.305
3,9,Sainz,Carlos,McLaren,2,1:20.477,195.976
3,10,Magnussen,Kevin,Haas F1 Team,1,1:19.457,198.492
3,11,Leclerc,Charles,Ferrari,0,1:20.821,195.142
3,12,Kvyat,Daniil,AlphaTauri,0,1:20.946,194.841
3,13,Norris,Lando,McLaren,0,1:19.945,197.280
3,14,Ocon,Esteban,Renault,0,1:20.261,196.503
3,15,Räikkönen,Kimi,Alfa Romeo,0,1:20.889,194.978
3,16,Grosjean,Romain,Haas F1 Team,0,1:20.232,196.574
3,17,Giovinazzi,Antonio,Alfa Romeo,0,1:20.096,196.908
3,18,Russell,George,Williams,0,1:19.984,197.184
3,19,Latifi,Nicholas,Williams,0,1:21.198,194.236
3,20,Gasly,Pierre,AlphaTauri,0,1:23.939,187.893
4,1,Hamilton,Lewis,Mercedes,25,1:29.238,237.652
4,2,Verstappen,Max,Red Bull,19,1:27.097,243.494
4,3,Leclerc,Charles,Ferrari,15,1:29.813,236.130
4,4,Ricciardo,Daniel,Renault,12,1:29.482,237.004
4,5,Norris,Lando,McLaren,10,1:30.058,235.488
4,6,Ocon,Esteban,Renault,8,1:29.491,236.980
4,7,Gasly,Pierre,AlphaTauri,6,1:29.603,236.684
4,8,Albon,Alexander,Red Bull,4,1:28.689,239.123
4,9,Stroll,Lance,Racing Point,2,1:30.475,234.402
4,10,Vettel,Sebastian,Ferrari,1,1:30.537,234.242
4,11,Bottas,Valtteri,Mercedes,0,1:29.265,237.580
4,12,Russell,George,Williams,0,1:30.862,233.404
4,13,Sainz,Carlos,McLaren,0,1:29.948,235.776
4,14,Giovinazzi,Antonio,Alfa Romeo,0,1:30.977,233.109
4,15,Latifi,Nicholas,Williams,0,1:30.501,234.335
4,16,Grosjean,Romain,Haas F1 Team,0,1:29.782,236.212
4,17,Räikkönen,Kimi,Alfa Romeo,0,1:29.973,235.710
4,18,Kvyat,Daniil,AlphaTauri,0,1:32.443,229.412
4,19,Magnussen,Kevin,Haas F1 Team,0,,
4,20,Hülkenberg,Nico,Racing Point,0,,
5,1,Verstappen,Max,Red Bull,25,1:29.465,237.049
5,2,Hamilton,Lewis,Mercedes,19,1:28.451,239.766
5,3,Bottas,Valtteri,Mercedes,15,1:29.765,236.256
5,4,Leclerc,Charles,Ferrari,12,1:30.552,234.203
5,5,Albon,Alexander,Red Bull,10,1:29.477,237.017
5,6,Stroll,Lance,Racing Point,8,1:30.877,233.365
5,7,Hülkenberg,Nico,Racing Point,6,1:30.087,235.412
5,8,Ocon,Esteban,Renault,4,1:30.575,234.144
5,9,Norris,Lando,McLaren,2,1:30.698,233.826
5,10,Kvyat,Daniil,AlphaTauri,1,1:30.738,233.723
5,11,Gasly,Pierre,AlphaTauri,0,1:30.092,235.399
5,12,Vettel,Sebastian,Ferrari,0,1:30.785,233.602
5,13,Sainz,Carlos,McLaren,0,1:30.556,234.193
5,14,Ricciardo,Daniel,Renault,0,1:31.168,232.621
5,15,Räikkönen,Kimi,Alfa Romeo,0,1:31.756,231.130
5,16,Grosjean,Romain,Haas F1 Team,0,1:30.793,233.581
5,17,Giovinazzi,Antonio,Alfa Romeo,0,1:31.826,230.954
5,18,Russell,George,Williams,0,1:31.408,232.010
5,19,Latifi,Nicholas,Williams,0,1:29.950,235.770
5,20,Magnussen,Kevin,Haas F1 Team,0,1:31.830,230.944
6,1,Hamilton,Lewis,Mercedes,25,1:19.822,209.942
6,2,Verstappen,Max,Red Bull,18,1:21.477,205.677
6,3,Bottas,Valtteri,Mercedes,16,1:18.183,214.343
6,4,Stroll,Lance,Racing Point,12,1:22.024,204.306
6,5,Pérez,Sergio,Racing Point,10,1:22.515,203.090
6,6,Sainz,Carlos,McLaren,8,1:21.771,204.938
6,7,Vettel,Sebastian,Ferrari,6,1:22.707,202.618
6,8,Albon,Alexander,Red Bull,4,1:22.194,203.883
6,9,Gasly,Pierre,AlphaTauri,2,1:22.543,203.021
6,10,Norris,Lando,McLaren,1,1:22.392,203.393
6,11,Ricciardo,Daniel,Renault,0,1:22.464,203.215
6,12,Kvyat,Daniil,AlphaTauri,0,1:22.336,203.531
6,13,Ocon,Esteban,Renault,0,1:22.174,203.933
6,14,Räikkönen,Kimi,Alfa Romeo,0,1:21.888,204.645
6,15,Magnussen,Kevin,Haas F1 Team,0,1:23.474,200.757
6,16,Giovinazzi,Antonio,Alfa Romeo,0,1:21.801,204.863
6,17,Russell,George,Williams,0,1:22.503,203.119
6,18,Latifi,Nicholas,Williams,0,1:22.030,204.291
6,19,Grosjean,Romain,Haas F1 Team,0,1:20.409,208.409
6,20,Leclerc,Charles,Ferrari,0,1:23.968,199.576
7,1,Hamilton,Lewis,Mercedes,25,1:47.758,233.990
7,2,Bottas,Valtteri,Mercedes,18,1:47.983,233.503
7,3,Verstappen,Max,Red Bull,15,1:48.305,232.809
7,4,Ricciardo,Daniel,Renault,13,1:47.483,234.589
7,5,Ocon,Esteban,Renault,10,1:48.540,232.305
7,6,Albon,Alexander,Red Bull,8,1:48.736,231.886
7,7,Norris,Lando,McLaren,6,1:48.552,232.279
7,8,Gasly,Pierre,AlphaTauri,4,1:47.839,233.815
7,9,Stroll,Lance,Racing Point,2,1:49.136,231.036
7,10,Pérez,Sergio,Racing Point,1,1:48.389,232.628
7,11,Kvyat,Daniil,AlphaTauri,0,1:49.832,229.572
7,12,Räikkönen,Kimi,Alfa Romeo,0,1:49.822,229.593
7,13,Vettel,Sebastian,Ferrari,0,1:49.958,229.309
7,14,Leclerc,Charles,Ferrari,0,1:47.840,233.813
7,15,Grosjean,Romain,Haas F1 Team,0,1:50.018,229.184
7,16,Latifi,Nicholas,Williams,0,1:48.048,233.362
7,17,Magnussen,Kevin,Haas F1 Team,0,1:48.083,233.287
7,18,Giovinazzi,Antonio,Alfa Romeo,0,1:51.793,225.545
7,19,Russell,George,Williams,0,1:51.754,225.624
7,20,Sainz,Carlos,McLaren,0,,
8,1,Gasly,Pierre,AlphaTauri,25,1:24.037,248.162
8,2,Sainz,Carlos,McLaren,18,1:23.882,248.620
8,3,Stroll,Lance,Racing Point,15,1:23.897,248.576
8,4,Norris,Lando,McLaren,12,1:24.232,247.587
8,5,Bottas,Valtteri,Mercedes,10,1:23.961,248.386
8,6,Ricciardo,Daniel,Renault,8,1:23.898,248.573
8,7,Hamilton,Lewis,Mercedes,7,1:22.746,252.033
8,8,Ocon,Esteban,Renault,4,1:24.490,246.831
8,9,Kvyat,Daniil,AlphaTauri,2,1:24.479,246.863
8,10,Pérez,Sergio,Racing Point,1,1:24.336,247.282
8,11,Latifi,Nicholas,Williams,0,1:24.999,245.353
8,12,Grosjean,Romain,Haas F1 Team,0,1:24.785,245.972
8,13,Räikkönen,Kimi,Alfa Romeo,0,1:24.835,245.827
8,14,Russell,George,Williams,0,1:24.421,247.033
8,15,Albon,Alexander,Red Bull,0,1:24.926,245.564
8,16,Giovinazzi,Antonio,Alfa Romeo,0,1:24.856,245.766
8,17,Verstappen,Max,Red Bull,0,1:25.539,243.804
8,18,Leclerc,Charles,Ferrari,0,1:26.026,242.424
8,19,Magnussen,Kevin,Haas F1 Team,0,1:25.787,243.099
8,20,Vettel,Sebastian,Ferrari,0,1:27.107,239.415
9,1,Hamilton,Lewis,Mercedes,26,1:18.833,239.518
9,2,Bottas,Valtteri,Mercedes,18,1:19.432,237.712
9,3,Albon,Alexander,Red Bull,15,1:20.039,235.909
9,4,Ricciardo,Daniel,Renault,12,1:20.426,234.774
9,5,Pérez,Sergio,Racing Point,10,1:20.632,234.175
9,6,Norris,Lando,McLaren,8,1:21.198,232.542
9,7,Kvyat,Daniil,AlphaTauri,6,1:21.458,231.800
9,8,Leclerc,Charles,Ferrari,4,1:21.229,232.453
9,9,Räikkönen,Kimi,Alfa Romeo,2,1:21.164,232.640
9,10,Vettel,Sebastian,Ferrari,1,1:21.202,232.531
9,11,Russell,George,Williams,0,1:21.645,231.269
9,12,Grosjean,Romain,Haas F1 Team,0,1:22.263,229.532
9,13,Stroll,Lance,Racing Point,0,1:22.068,230.077
9,14,Ocon,Esteban,Renault,0,2:11.793,143.270
9,15,Latifi,Nicholas,Williams,0,2:11.365,143.736
9,16,Magnussen,Kevin,Haas F1 Team,0,2:13.812,141.108
9,17,Giovinazzi,Antonio,Alfa Romeo,0,2:13.809,141.111
9,18,Sainz,Carlos,McLaren,0,2:14.103,140.802
9,19,Verstappen,Max,Red Bull,0,,
9,20,Gasly,Pierre,AlphaTauri,0,,
10,1,Bottas,Valtteri,Mercedes,26,1:37.030,216.972
10,2,Verstappen,Max,Red Bull,18,1:37.332,216.298
10,3,Hamilton,Lewis,Mercedes,15,1:38.075,214.660
10,4,Pérez,Sergio,Racing Point,12,1:38.141,214.515
10,5,Ricciardo,Daniel,Renault,10,1:37.886,215.074
10,6,Leclerc,Charles,Ferrari,8,1:39.053,212.540
10,7,Ocon,Esteban,Renault,6,1:39.216,212.191
10,8,Kvyat,Daniil,AlphaTauri,4,1:39.133,212.369
10,9,Gasly,Pierre,AlphaTauri,2,1:37.231,216.523
10,10,Albon,Alexander,Red Bull,1,1:38.377,214.001
10,11,Giovinazzi,Antonio,Alfa Romeo,0,1:39.766,211.021
10,12,Magnussen,Kevin,Haas F1 Team,0,1:40.380,209.731
10,13,Vettel,Sebastian,Ferrari,0,1:39.588,211.398
10,14,Räikkönen,Kimi,Alfa Romeo,0,1:38.858,212.960
10,15,Norris,Lando,McLaren,0,1:37.377,216.198
10,16,Latifi,Nicholas,Williams,0,1:41.044,208.352
10,17,Grosjean,Romain,Haas F1 Team,0,1:39.614,211.343
10,18,Russell,George,Williams,0,1:37.352,216.254
10,19,Sainz,Carlos,McLaren,0,,
10,20,Stroll,Lance,Racing Point,0,,
11,1,Hamilton,Lewis,Mercedes,25,1:28.145,210.253
11,2,Verstappen,Max,Red Bull,19,1:28.139,210.267
11,3,Ricciardo,Daniel,Renault,15,1:29.584,206.876
11,4,Pérez,Sergio,Racing Point,12,1:29.700,206.608
11,5,Sainz,Carlos,McLaren,10,1:30.129,205.625
11,6,Gasly,Pierre,AlphaTauri,8,1:30.110,205.668
11,7,Leclerc,Charles,Ferrari,6,1:30.712,204.303
11,8,Hülkenberg,Nico,Racing Point,4,1:30.733,204.256
11,9,Grosjean,Romain,Haas F1 Team,2,1:31.562,202.407
11,10,Giovinazzi,Antonio,Alfa Romeo,1,1:30.909,203.861
11,11,Vettel,Sebastian,Ferrari,0,1:30.408,204.990
11,12,Räikkönen,Kimi,Alfa Romeo,0,1:30.512,204.755
11,13,Magnussen,Kevin,Haas F1 Team,0,1:30.456,204.881
11,14,Latifi,Nicholas,Williams,0,1:31.377,202.816
11,15,Kvyat,Daniil,AlphaTauri,0,1:32.214,200.975
11,16,Norris,Lando,McLaren,0,1:32.328,200.727
11,17,Albon,Alexander,Red Bull,0,1:32.330,200.723
11,18,Ocon,Esteban,Renault,0,1:33.189,198.873
11,19,Bottas,Valtteri,Mercedes,0,1:31.884,201.697
11,20,Russell,George,Williams,0,1:34.526,196.060
12,1,Hamilton,Lewis,Mercedes,26,1:18.750,212.708
12,2,Bottas,Valtteri,Mercedes,18,1:19.345,211.113
12,3,Verstappen,Max,Red Bull,15,1:19.854,209.767
12,4,Leclerc,Charles,Ferrari,12,1:20.408,208.322
12,5,Gasly,Pierre,AlphaTauri,10,1:20.551,207.952
12,6,Sainz,Carlos,McLaren,8,1:20.268,208.685
12,7,Pérez,Sergio,Racing Point,6,1:20.802,207.306
12,8,Ocon,Esteban,Renault,4,1:20.859,207.160
12,9,Ricciardo,Daniel,Renault,2,1:20.906,207.040
12,10,Vettel,Sebastian,Ferrari,1,1:20.731,207.489
12,11,Räikkönen,Kimi,Alfa Romeo,0,1:21.058,206.652
12,12,Albon,Alexander,Red Bull,0,1:19.890,209.673
12,13,Norris,Lando,McLaren,0,1:19.360,211.073
12,14,Russell,George,Williams,0,1:20.882,207.101
12,15,Giovinazzi,Antonio,Alfa Romeo,0,1:21.893,204.544
12,16,Magnussen,Kevin,Haas F1 Team,0,1:21.460,205.632
12,17,Grosjean,Romain,Haas F1 Team,0,1:21.664,205.118
12,18,Latifi,Nicholas,Williams,0,1:21.859,204.629
12,19,Kvyat,Daniil,AlphaTauri,0,1:20.449,208.216
12,20,Stroll,Lance,Racing Point,0,1:21.694,205.043
13,1,Hamilton,Lewis,Mercedes,26,1:15.484,234.121
13,2,Bottas,Valtteri,Mercedes,18,1:15.902,232.831
13,3,Ricciardo,Daniel,Renault,15,1:17.552,227.878
13,4,Kvyat,Daniil,AlphaTauri,12,1:17.666,227.543
13,5,Leclerc,Charles,Ferrari,10,1:18.173,226.067
13,6,Pérez,Sergio,Racing Point,8,1:18.084,226.325
13,7,Sainz,Carlos,McLaren,6,1:18.118,226.226
13,8,Norris,Lando,McLaren,4,1:18.069,226.368
13,9,Räikkönen,Kimi,Alfa Romeo,2,1:18.088,226.313
13,10,Giovinazzi,Antonio,Alfa Romeo,1,1:18.794,224.286
13,11,Latifi,Nicholas,Williams,0,1:18.719,224.499
13,12,Vettel,Sebastian,Ferrari,0,1:17.767,227.248
13,13,Stroll,Lance,Racing Point,0,1:18.360,225.528
13,14,Grosjean,Romain,Haas F1 Team,0,1:18.822,224.206
13,15,Albon,Alexander,Red Bull,0,1:16.177,231.991
13,16,Russell,George,Williams,0,1:18.811,224.237
13,17,Verstappen,Max,Red Bull,0,1:17.637,227.628
13,18,Magnussen,Kevin,Haas F1 Team,0,1:19.273,222.930
13,19,Ocon,Esteban,Renault,0,1:19.606,221.998
13,20,Gasly,Pierre,AlphaTauri,0,1:20.403,219.797
14,1,Hamilton,Lewis,Mercedes,25,1:39.413,193.302
14,2,Pérez,Sergio,Racing Point,18,1:40.392,191.417
14,3,Vettel,Sebastian,Ferrari,15,1:39.662,192.819
14,4,Leclerc,Charles,Ferrari,12,1:39.961,192.242
14,5,Sainz,Carlos,McLaren,10,1:38.754,194.592
14,6,Verstappen,Max,Red Bull,8,1:38.431,195.231
14,7,Albon,Alexander,Red Bull,6,1:39.099,193.915
14,8,Norris,Lando,McLaren,5,1:36.806,198.508
14,9,Stroll,Lance,Racing Point,2,1:39.921,192.319
14,10,Ricciardo,Daniel,Renault,1,1:40.677,190.875
14,11,Ocon,Esteban,Renault,0,1:41.006,190.254
14,12,Kvyat,Daniil,AlphaTauri,0,1:41.019,190.229
14,13,Gasly,Pierre,AlphaTauri,0,1:39.586,192.966
14,14,Bottas,Valtteri,Mercedes,0,1:38.193,195.704
14,15,Räikkönen,Kimi,Alfa Romeo,0,1:39.743,192.663
14,16,Russell,George,Williams,0,1:40.814,190.616
14,17,Magnussen,Kevin,Haas F1 Team,0,1:40.948,190.363
14,18,Grosjean,Romain,Haas F1 Team,0,1:43.281,186.063
14,19,Latifi,Nicholas,Williams,0,1:43.495,185.678
14,20,Giovinazzi,Antonio,Alfa Romeo,0,1:51.122,172.934
15,1,Hamilton,Lewis,Mercedes,25,1:32.864,209.803
15,2,Verstappen,Max,Red Bull,19,1:32.014,211.741
15,3,Albon,Alexander,Red Bull,15,1:33.684,207.967
15,4,Norris,Lando,McLaren,12,1:33.588,208.180
15,5,Sainz,Carlos,McLaren,10,1:33.411,208.575
15,6,Gasly,Pierre,AlphaTauri,8,1:34.817,205.482
15,7,Ricciardo,Daniel,Renault,6,1:32.827,209.887
15,8,Bottas,Valtteri,Mercedes,4,1:33.352,208.706
15,9,Ocon,Esteban,Renault,2,1:34.354,206.490
15,10,Leclerc,Charles,Ferrari,1,1:33.625,208.098
15,11,Kvyat,Daniil,AlphaTauri,0,1:34.141,206.957
15,12,Russell,George,Williams,0,1:35.042,204.995
15,13,Vettel,Sebastian,Ferrari,0,1:33.861,207.575
15,14,Latifi,Nicholas,Williams,0,1:34.591,205.973
15,15,Räikkönen,Kimi,Alfa Romeo,0,1:33.573,208.213
15,16,Giovinazzi,Antonio,Alfa Romeo,0,1:34.536,206.092
15,17,Magnussen,Kevin,Haas F1 Team,0,1:35.241,204.567
15,18,Pérez,Sergio,Racing Point,0,1:33.629,208.089
15,19,Stroll,Lance,Racing Point,0,,
15,20,Grosjean,Romain,Haas F1 Team,0,,
16,1,Pérez,Sergio,Racing Point,25,0:56.789,224.599
16,2,Ocon,Esteban,Renault,18,0:57.350,222.402
16,3,Stroll,Lance,Racing Point,15,0:57.388,222.255
16,4,Sainz,Carlos,McLaren,12,0:57.165,223.122
16,5,Ricciardo,Daniel,Renault,10,0:56.979,223.850
16,6,Albon,Alexander,Red Bull,8,0:57.056,223.548
16,7,Kvyat,Daniil,AlphaTauri,6,0:57.001,223.764
16,8,Bottas,Valtteri,Mercedes,4,0:56.563,225.497
16,9,Russell,George,Mercedes,3,0:55.404,230.214
16,10,Norris,Lando,McLaren,1,0:57.270,222.713
16,11,Gasly,Pierre,AlphaTauri,0,0:57.220,222.908
16,12,Vettel,Sebastian,Ferrari,0,0:56.905,224.141
16,13,Giovinazzi,Antonio,Alfa Romeo,0,0:56.887,224.212
16,14,Räikkönen,Kimi,Alfa Romeo,0,0:57.375,222.305
16,15,Magnussen,Kevin,Haas F1 Team,0,0:57.516,221.760
16,16,Aitken,Jack,Williams,0,0:57.392,222.240
16,17,Fittipaldi,Pietro,Haas F1 Team,0,0:57.742,220.892
16,18,Latifi,Nicholas,Williams,0,0:58.206,219.132
16,19,Verstappen,Max,Red Bull,0,,
16,20,Leclerc,Charles,Ferrari,0,,
17,1,Verstappen,Max,Red Bull,25,1:40.958,198.046
17,2,Bottas,Valtteri,Mercedes,18,1:41.131,197.707
17,3,Hamilton,Lewis,Mercedes,15,1:41.420,197.144
17,4,Albon,Alexander,Red Bull,12,1:41.227,197.520
17,5,Norris,Lando,McLaren,10,1:41.964,196.092
17,6,Sainz,Carlos,McLaren,8,1:41.947,196.125
17,7,Ricciardo,Daniel,Renault,7,1:40.926,198.109
17,8,Gasly,Pierre,AlphaTauri,4,1:42.474,195.116
17,9,Ocon,Esteban,Renault,2,1:42.894,194.320
17,10,Stroll,Lance,Racing Point,1,1:41.866,196.281
17,11,Kvyat,Daniil,AlphaTauri,0,1:42.704,194.679
17,12,Räikkönen,Kimi,Alfa Romeo,0,1:42.148,195.739
17,13,Leclerc,Charles,Ferrari,0,1:41.908,196.200
17,14,Vettel,Sebastian,Ferrari,0,1:41.475,197.037
17,15,Russell,George,Williams,0,1:43.328,193.504
17,16,Giovinazzi,Antonio,Alfa Romeo,0,1:41.675,196.650
17,17,Latifi,Nicholas,Williams,0,1:42.497,195.073
17,18,Magnussen,Kevin,Haas F1 Team,0,1:41.999,196.025
17,19,Fittipaldi,Pietro,Haas F1 Team,0,1:41.707,196.588
17,20,Pérez,Sergio,Racing Point,0,1:43.263,193.625
