Race ID,Position,Last Name,First Name,Constructor,Points,Fastest Lap Time,Fastest Lap Avg Speed (kph),Status,Driver Code,Driver ID
19,17,Ricciardo,Daniel,Red Bull,0,1:19.462,194.991,Engine,RIC,ricciardo
19,18,Pérez,Sergio,Force India,0,1:23.545,185.461,Brakes,PER,perez
19,19,Sainz,Carlos,Renault,0,1:22.386,188.070,Suspension,SAI,sainz
19,20,Alonso,Fernando,McLaren,0,1:24.197,184.025,Engine,ALO,alonso
20,1,Hamilton,Lewis,Mercedes,25,1:11.795,216.065,Finished,HAM,hamilton
20,2,Verstappen,Max,Red Bull,18,1:11.578,216.720,Finished,VER,max_verstappen
20,3,Räikkönen,Kimi,Ferrari,15,1:11.769,216.143,Finished,RAI,raikkonen
20,4,Ricciardo,Daniel,Red Bull,12,1:11.343,217.434,Finished,RIC,ricciardo
20,5,Bottas,Valtteri,Mercedes,10,1:10.540,219.909,Finished,BOT,bottas
20,6,Vettel,Sebastian,Ferrari,8,1:10.831,219.005,Finished,VET,vettel
20,7,Leclerc,Charles,Sauber,6,1:12.082,215.204,Finished,LEC,leclerc
20,8,Grosjean,Romain,Haas F1 Team,4,1:12.362,214.372,Finished,GRO,grosjean
20,9,Magnussen,Kevin,Haas F1 Team,2,1:12.206,214.835,Finished,MAG,kevin_magnussen
20,10,Pérez,Sergio,Force India,1,1:12.472,214.046,+1 Lap,PER,perez
20,11,Hartley,Brendon,Toro Rosso,0,1:12.949,212.647,+1 Lap,HAR,brendon_hartley
20,12,Sainz,Carlos,Renault,0,1:12.169,214.945,+1 Lap,SAI,sainz
20,13,Gasly,Pierre,Toro Rosso,0,1:13.822,210.132,+1 Lap,GAS,gasly
20,14,Vandoorne,Stoffel,McLaren,0,1:12.968,212.591,+1 Lap,VAN,vandoorne
20,15,Ocon,Esteban,Force India,0,1:12.352,214.401,+1 Lap,OCO,ocon
20,16,Sirotkin,Sergey,Williams,0,1:14.262,208.887,+2 Laps,SIR,sirotkin
20,17,Alonso,Fernando,McLaren,0,1:12.643,213.542,+2 Laps,ALO,alonso
20,18,Stroll,Lance,Williams,0,1:11.751,216.197,+2 Laps,STR,stroll
20,19,Hülkenberg,Nico,Renault,0,1:14.029,209.544,Overheating,HUL,hulkenberg
20,20,Ericsson,Marcus,Sauber,0,1:15.281,206.059,Collision,ERI,ericsson
21,1,Hamilton,Lewis,Mercedes,25,1:41.357,197.267,Finished,HAM,hamilton
21,2,Vettel,Sebastian,Ferrari,18,1:40.867,198.225,Finished,VET,vettel
21,3,Verstappen,Max,Red Bull,15,1:41.909,196.198,Finished,VER,max_verstappen
21,4,Ricciardo,Daniel,Red Bull,12,1:41.249,197.477,Finished,RIC,ricciardo
21,5,Bottas,Valtteri,Mercedes,10,1:40.953,198.056,Finished,BOT,bottas
21,6,Sainz,Carlos,Renault,8,1:41.351,197.278,Finished,SAI,sainz
21,7,Leclerc,Charles,Sauber,6,1:42.876,194.354,Finished,LEC,leclerc
21,8,Pérez,Sergio,Force India,4,1:42.816,194.467,Finished,PER,perez
21,9,Grosjean,Romain,Haas F1 Team,2,1:43.195,193.753,+1 Lap,GRO,grosjean
21,10,Magnussen,Kevin,Haas F1 Team,1,1:42.822,194.456,+1 Lap,MAG,kevin_magnussen
21,11,Alonso,Fernando,McLaren,0,1:42.393,195.271,+1 Lap,ALO,alonso
21,12,Hartley,Brendon,Toro Rosso,0,1:44.174,191.932,+1 Lap,HAR,brendon_hartley
21,13,Stroll,Lance,Williams,0,1:44.033,192.192,+1 Lap,STR,stroll
21,14,Vandoorne,Stoffel,McLaren,0,1:43.249,193.652,+1 Lap,VAN,vandoorne
21,15,Sirotkin,Sergey,Williams,0,1:43.831,192.566,+1 Lap,SIR,sirotkin
21,16,Gasly,Pierre,Toro Rosso,0,1:43.988,192.276,Engine,GAS,gasly
21,17,Ocon,Esteban,Force India,0,1:43.591,193.012,Engine,OCO,ocon
21,18,Ericsson,Marcus,Sauber,0,1:46.077,188.489,Power loss,ERI,ericsson
21,19,Räikkönen,Kimi,Ferrari,0,1:45.198,190.064,Power loss,RAI,raikkonen
21,20,Hülkenberg,Nico,Renault,0,,,Collision,HUL,hulkenberg
