Race ID,Position,Last Name,First Name,Constructor,Points,Fastest Lap Time,Fastest Lap Avg Speed (kph),Status,Driver Code
17,15,Magnussen,Kevin,Haas F1 Team,0,1:31.732,227.894,+1 Lap,MAG
17,16,Russell,George,Williams,0,1:35.458,218.998,+2 Laps,RUS
17,17,Kubica,Robert,Williams,0,1:36.332,217.012,+2 Laps,KUB
17,18,Verstappen,Max,Red Bull,0,1:37.249,214.965,Brakes,VER
17,19,Ricciardo,Daniel,Renault,0,1:33.481,223.630,Disqualified,RIC
17,20,Hülkenberg,Nico,Renault,0,1:34.921,220.237,Disqualified,HUL
18,1,Hamilton,Lewis,Mercedes,25,1:19.461,194.993,Finished,HAM
18,2,Vettel,Sebastian,Ferrari,18,1:19.381,195.190,Finished,VET
18,3,Bottas,Valtteri,Mercedes,15,1:19.494,194.912,Finished,BOT
18,4,Leclerc,Charles,Ferrari,13,1:19.232,195.557,Finished,LEC
18,5,Albon,Alexander,Red Bull,10,1:19.325,195.328,Finished,ALB
18,6,Verstappen,Max,Red Bull,8,1:20.406,192.702,Finished,VER
18,7,Pérez,Sergio,Racing Point,6,1:20.485,192.512,Finished,PER
18,8,Ricciardo,Daniel,Renault,4,1:20.146,193.327,Finished,RIC
18,9,Gasly,Pierre,Toro Rosso,2,1:19.530,194.824,+1 Lap,GAS
18,10,Hülkenberg,Nico,Renault,1,1:20.791,191.783,+1 Lap,HUL
18,11,Kvyat,Daniil,Toro Rosso,0,1:19.905,193.910,+1 Lap,KVY
18,12,Stroll,Lance,Racing Point,0,1:20.922,191.473,+1 Lap,STR
18,13,Sainz,Carlos,McLaren,0,1:20.311,192.929,+1 Lap,SAI
18,14,Giovinazzi,Antonio,Alfa Romeo,0,1:21.014,191.255,+1 Lap,GIO
18,15,Magnussen,Kevin,Haas F1 Team,0,1:21.682,189.691,+2 Laps,MAG
18,16,Russell,George,Williams,0,1:21.286,190.615,+2 Laps,RUS
18,17,Grosjean,Romain,Haas F1 Team,0,1:21.581,189.926,+2 Laps,GRO
18,18,Kubica,Robert,Williams,0,1:20.696,192.009,+2 Laps,KUB
18,19,Räikkönen,Kimi,Alfa Romeo,0,1:20.082,193.481,Overheating,RAI
18,20,Norris,Lando,McLaren,0,1:21.643,189.782,Withdrew,NOR
19,1,Bottas,Valtteri,Mercedes,25,1:36.957,204.696,Finished,BOT
19,2,Hamilton,Lewis,Mercedes,18,1:38.446,201.600,Finished,HAM
19,3,Verstappen,Max,Red Bull,15,1:38.214,202.077,Finished,VER
19,4,Leclerc,Charles,Ferrari,13,1:36.169,206.374,Finished,LEC
19,5,Albon,Alexander,Red Bull,10,1:38.029,202.458,Finished,ALB
19,6,Ricciardo,Daniel,Renault,8,1:40.564,197.354,Finished,RIC
19,7,Norris,Lando,McLaren,6,1:38.074,202.365,Finished,NOR
19,8,Sainz,Carlos,McLaren,4,1:40.844,196.806,+1 Lap,SAI
19,9,Hülkenberg,Nico,Renault,2,1:38.437,201.619,+1 Lap,HUL
19,10,Pérez,Sergio,Racing Point,1,1:40.165,198.141,+1 Lap,PER
19,11,Räikkönen,Kimi,Alfa Romeo,0,1:39.608,199.249,+1 Lap,RAI
19,12,Kvyat,Daniil,Toro Rosso,0,1:38.969,200.535,+1 Lap,KVY
19,13,Stroll,Lance,Racing Point,0,1:40.380,197.716,+1 Lap,STR
19,14,Giovinazzi,Antonio,Alfa Romeo,0,1:39.964,198.539,+1 Lap,GIO
19,15,Grosjean,Romain,Haas F1 Team,0,1:41.270,195.979,+1 Lap,GRO
19,16,Gasly,Pierre,Toro Rosso,0,1:40.850,196.795,Suspension,GAS
19,17,Russell,George,Williams,0,1:41.239,196.039,+2 Laps,RUS
19,18,Magnussen,Kevin,Haas F1 Team,0,1:40.347,197.781,Brakes,MAG
19,19,Kubica,Robert,Williams,0,1:43.830,191.147,Oil leak,KUB
19,20,Vettel,Sebastian,Ferrari,0,1:42.165,194.262,Suspension,VET
20,1,Verstappen,Max,Red Bull,25,1:10.862,218.909,Finished,VER
20,2,Gasly,Pierre,Toro Rosso,18,1:12.425,214.185,Finished,GAS
20,3,Sainz,Carlos,McLaren,15,1:13.158,212.039,Finished,SAI
20,4,Räikkönen,Kimi,Alfa Romeo,12,1:13.135,212.106,Finished,RAI
20,5,Giovinazzi,Antonio,Alfa Romeo,10,1:13.020,212.440,Finished,GIO
20,6,Ricciardo,Daniel,Renault,8,1:12.733,213.278,Finished,RIC
20,7,Hamilton,Lewis,Mercedes,6,1:11.082,218.232,Finished,HAM
20,8,Norris,Lando,McLaren,4,1:12.328,214.472,Finished,NOR
20,9,Pérez,Sergio,Racing Point,2,1:12.840,212.965,Finished,PER
20,10,Kvyat,Daniil,Toro Rosso,1,1:12.385,214.304,Finished,KVY
20,11,Magnussen,Kevin,Haas F1 Team,0,1:13.262,211.738,Finished,MAG
20,12,Russell,George,Williams,0,1:13.752,210.331,Finished,RUS
20,13,Grosjean,Romain,Haas F1 Team,0,1:13.619,210.711,Finished,GRO
20,14,Albon,Alexander,Red Bull,0,1:11.087,218.217,Finished,ALB
20,15,Hülkenberg,Nico,Renault,0,1:12.934,212.690,Finished,HUL
20,16,Kubica,Robert,Williams,0,1:14.553,208.072,+1 Lap,KUB
20,17,Vettel,Sebastian,Ferrari,0,1:11.384,217.309,Collision,VET
20,18,Leclerc,Charles,Ferrari,0,1:11.423,217.190,Collision,LEC
20,19,Stroll,Lance,Racing Point,0,1:12.603,213.660,Suspension,STR
20,20,Bottas,Valtteri,Mercedes,0,1:10.698,219.417,Power Unit,BOT
21,1,Hamilton,Lewis,Mercedes,26,1:39.283,201.387,Finished,HAM
21,2,Verstappen,Max,Red Bull,18,1:41.119,197.731,Finished,VER
21,3,Leclerc,Charles,Ferrari,15,1:40.442,199.064,Finished,LEC
21,4,Bottas,Valtteri,Mercedes,12,1:39.715,200.515,Finished,BOT
21,5,Vettel,Sebastian,Ferrari,10,1:40.128,199.688,Finished,VET
21,6,Albon,Alexander,Red Bull,8,1:42.219,195.603,Finished,ALB
21,7,Pérez,Sergio,Racing Point,6,1:42.639,194.803,+1 Lap,PER
21,8,Norris,Lando,McLaren,4,1:43.026,194.071,+1 Lap,NOR
21,9,Kvyat,Daniil,Toro Rosso,2,1:42.222,195.597,+1 Lap,KVY
21,10,Sainz,Carlos,McLaren,1,1:41.294,197.389,+1 Lap,SAI
21,11,Ricciardo,Daniel,Renault,0,1:41.190,197.592,+1 Lap,RIC
21,12,Hülkenberg,Nico,Renault,0,1:43.274,193.605,+1 Lap,HUL
21,13,Räikkönen,Kimi,Alfa Romeo,0,1:43.142,193.853,+1 Lap,RAI
21,14,Magnussen,Kevin,Haas F1 Team,0,1:43.790,192.642,+1 Lap,MAG
21,15,Grosjean,Romain,Haas F1 Team,0,1:43.666,192.873,+1 Lap,GRO
21,16,Giovinazzi,Antonio,Alfa Romeo,0,1:43.256,193.639,+1 Lap,GIO
21,17,Russell,George,Williams,0,1:43.074,193.981,+1 Lap,RUS
21,18,Gasly,Pierre,Toro Rosso,0,1:42.414,195.231,+2 Laps,GAS
21,19,Kubica,Robert,Williams,0,1:44.500,191.333,+2 Laps,KUB
21,20,Stroll,Lance,Racing Point,0,1:43.326,193.507,Brakes,STR
